start date: 	2016-02-23
start time: 	08.51.56
stop date: 	2016-02-23
stop time: 	09.02.08
com rel. humid (%):	27.0
com temp (°C):	27.26
cn temp (°C):	29.50
nv temp (°C):	34.25
remarks: 	
R1 Info: 	QHR
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_001_0851.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_001_0851_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	-2.424000E-8	-2.424000E-8	NaN
2	4.080000E-9	-1.008000E-8	1.416000E-8
3	-4.008000E-8	-2.008000E-8	1.291647E-8
4	-3.168000E-8	-2.298000E-8	9.582672E-9
5	-9.120000E-9	-2.020800E-8	7.923417E-9
6	-2.592000E-8	-2.116000E-8	6.539113E-9
7	-2.448000E-8	-2.163429E-8	5.546873E-9
8	-2.832000E-8	-2.247000E-8	4.875887E-9
9	-3.120000E-9	-2.032000E-8	4.807661E-9
10	-1.584000E-8	-1.987200E-8	4.323376E-9
11	-2.880000E-8	-2.068364E-8	3.993979E-9
12	8.400000E-9	-1.826000E-8	4.378040E-9
13	-1.584000E-8	-1.807385E-8	4.031511E-9
14	-4.560000E-9	-1.710857E-8	3.855252E-9
15	7.920000E-9	-1.544000E-8	3.957950E-9
16	-2.400000E-9	-1.462500E-8	3.790966E-9
17	1.080000E-8	-1.312941E-8	3.862312E-9
18	-1.872000E-8	-1.344000E-8	3.654644E-9
19	-3.120000E-9	-1.289684E-8	3.499358E-9
20	-3.432000E-8	-1.396800E-8	3.488314E-9
21	-3.984000E-8	-1.520000E-8	3.539388E-9
22	1.776000E-8	-1.370182E-8	3.692286E-9
23	1.080000E-8	-1.263652E-8	3.685425E-9
24	-2.400000E-9	-1.221000E-8	3.554211E-9
25	1.344000E-8	-1.118400E-8	3.560126E-9
26	-3.600000E-9	-1.089231E-8	3.432873E-9
27	4.800000E-9	-1.031111E-8	3.354024E-9
28	-1.224000E-8	-1.038000E-8	3.232752E-9
29	-3.672000E-8	-1.128828E-8	3.248833E-9
30	-5.280000E-9	-1.108800E-8	3.145054E-9
31	-8.640000E-9	-1.100903E-8	3.042934E-9
32	7.200000E-10	-1.064250E-8	2.969020E-9
33	-1.296000E-8	-1.071273E-8	2.878500E-9
34	-9.840000E-9	-1.068706E-8	2.792673E-9
35	-1.704000E-8	-1.086857E-8	2.717777E-9
36	-3.912000E-8	-1.165333E-8	2.755324E-9
37	-5.280000E-9	-1.148108E-8	2.685352E-9
38	-1.440000E-8	-1.155789E-8	2.614858E-9
39	8.160000E-9	-1.105231E-8	2.596625E-9
40	-4.392000E-8	-1.187400E-8	2.660924E-9
41	-1.584000E-8	-1.197073E-8	2.597014E-9
42	-6.000000E-9	-1.182857E-8	2.538410E-9
43	2.160000E-9	-1.150326E-8	2.499931E-9
44	-6.720000E-9	-1.139455E-8	2.444872E-9
45	-3.624000E-8	-1.194667E-8	2.452871E-9
46	-3.072000E-8	-1.235478E-8	2.433422E-9
47	-2.400000E-9	-1.214298E-8	2.390486E-9
48	1.560000E-8	-1.156500E-8	2.410473E-9
49	1.680000E-9	-1.129469E-8	2.376192E-9
50	-3.600000E-9	-1.114080E-8	2.333264E-9
51	-1.752000E-8	-1.126588E-8	2.290474E-9
52	-1.824000E-8	-1.140000E-8	2.249995E-9
53	1.248000E-8	-1.094943E-8	2.252655E-9
54	9.600000E-9	-1.056889E-8	2.243061E-9
55	-3.288000E-8	-1.097455E-8	2.238956E-9
56	-1.032000E-8	-1.096286E-8	2.198642E-9
57	2.208000E-8	-1.038316E-8	2.236172E-9
58	-6.720000E-9	-1.032000E-8	2.198186E-9
59	3.600000E-9	-1.008407E-8	2.173451E-9
60	-4.080000E-8	-1.059600E-8	2.197385E-9
