start date: 	2016-02-23
start time: 	12.09.32
stop date: 	2016-02-23
stop time: 	12.19.44
com rel. humid (%):	28.4
com temp (°C):	26.30
cn temp (°C):	27.41
nv temp (°C):	31.47
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_008_1209.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_008_1209_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	1.857600E-7	1.857600E-7	NaN
2	1.850400E-7	1.854000E-7	3.600000E-10
3	2.373600E-7	2.027200E-7	1.732125E-8
4	1.898400E-7	1.995000E-7	1.266417E-8
5	1.759200E-7	1.947840E-7	1.088436E-8
6	1.989600E-7	1.954800E-7	8.914258E-9
7	2.294400E-7	2.003314E-7	8.960824E-9
8	1.749600E-7	1.971600E-7	8.383330E-9
9	2.025600E-7	1.977600E-7	7.417709E-9
10	2.049600E-7	1.984800E-7	6.673554E-9
11	1.953600E-7	1.981964E-7	6.043116E-9
12	1.900800E-7	1.975200E-7	5.557894E-9
13	1.528800E-7	1.940862E-7	6.158664E-9
14	1.572000E-7	1.914514E-7	6.281120E-9
15	2.419200E-7	1.948160E-7	6.746294E-9
16	1.764000E-7	1.936650E-7	6.414688E-9
17	1.636800E-7	1.919012E-7	6.278402E-9
18	1.896000E-7	1.917733E-7	5.920714E-9
19	2.054400E-7	1.924926E-7	5.646438E-9
20	1.996800E-7	1.928520E-7	5.368723E-9
21	2.284800E-7	1.945486E-7	5.381122E-9
22	2.114400E-7	1.953164E-7	5.187829E-9
23	2.191200E-7	1.963513E-7	5.064026E-9
24	1.929600E-7	1.962100E-7	4.850495E-9
25	2.359200E-7	1.977984E-7	4.916109E-9
26	1.989600E-7	1.978431E-7	4.723456E-9
27	1.975200E-7	1.978311E-7	4.545164E-9
28	2.203200E-7	1.986343E-7	4.452864E-9
29	1.663200E-7	1.975200E-7	4.438714E-9
30	2.018400E-7	1.976640E-7	4.290622E-9
31	2.056800E-7	1.979226E-7	4.157956E-9
32	1.946400E-7	1.978200E-7	4.027230E-9
33	1.802400E-7	1.972873E-7	3.939471E-9
34	1.951200E-7	1.972235E-7	3.822380E-9
35	2.109600E-7	1.976160E-7	3.732256E-9
36	2.335200E-7	1.986133E-7	3.761719E-9
37	1.862400E-7	1.982789E-7	3.673891E-9
38	1.857600E-7	1.979495E-7	3.591046E-9
39	2.006400E-7	1.980185E-7	3.498437E-9
40	2.107200E-7	1.983360E-7	3.424607E-9
41	1.857600E-7	1.980293E-7	3.354091E-9
42	1.675200E-7	1.973029E-7	3.352893E-9
43	2.102400E-7	1.976037E-7	3.287785E-9
44	2.061600E-7	1.977982E-7	3.218074E-9
45	2.013600E-7	1.978773E-7	3.146744E-9
46	2.124000E-7	1.981930E-7	3.093728E-9
47	2.246400E-7	1.987557E-7	3.079042E-9
48	1.308000E-7	1.973400E-7	3.330137E-9
49	2.164800E-7	1.977306E-7	3.284775E-9
50	2.143200E-7	1.980624E-7	3.235466E-9
51	2.071200E-7	1.982400E-7	3.176360E-9
52	2.018400E-7	1.983092E-7	3.115446E-9
53	1.783200E-7	1.979321E-7	3.079284E-9
54	1.797600E-7	1.975956E-7	3.040403E-9
55	1.977600E-7	1.975985E-7	2.984612E-9
56	1.975200E-7	1.975971E-7	2.930831E-9
57	1.800000E-7	1.972884E-7	2.895460E-9
58	1.960800E-7	1.972676E-7	2.845176E-9
59	1.888800E-7	1.971254E-7	2.800148E-9
60	2.001600E-7	1.971760E-7	2.753548E-9
