start date: 	2016-02-23
start time: 	10.34.31
stop date: 	2016-02-23
stop time: 	10.44.43
com rel. humid (%):	27.8
com temp (°C):	26.46
cn temp (°C):	28.12
nv temp (°C):	32.28
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_004_1034.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_004_1034_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	5.904000E-8	5.904000E-8	NaN
2	7.920000E-8	6.912000E-8	1.008000E-8
3	6.648000E-8	6.824000E-8	5.885847E-9
4	8.232000E-8	7.176000E-8	5.450871E-9
5	5.520000E-8	6.844800E-8	5.366241E-9
6	3.936000E-8	6.360000E-8	6.534585E-9
7	7.032000E-8	6.456000E-8	5.605548E-9
8	7.704000E-8	6.612000E-8	5.099042E-9
9	5.880000E-8	6.530667E-8	4.569892E-9
10	6.984000E-8	6.576000E-8	4.112498E-9
11	5.736000E-8	6.499636E-8	3.797467E-9
12	6.240000E-8	6.478000E-8	3.473343E-9
13	4.560000E-8	6.330462E-8	3.519212E-9
14	5.592000E-8	6.277714E-8	3.300578E-9
15	5.832000E-8	6.248000E-8	3.087005E-9
16	5.472000E-8	6.199500E-8	2.928075E-9
17	5.736000E-8	6.172235E-8	2.763928E-9
18	4.920000E-8	6.102667E-8	2.697122E-9
19	5.496000E-8	6.070737E-8	2.571125E-9
20	5.520000E-8	6.043200E-8	2.454678E-9
21	4.512000E-8	5.970286E-8	2.446067E-9
22	6.696000E-8	6.003273E-8	2.355446E-9
23	5.640000E-8	5.987478E-8	2.256242E-9
24	6.768000E-8	6.020000E-8	2.184531E-9
25	4.200000E-8	5.947200E-8	2.218194E-9
26	7.680000E-8	6.013846E-8	2.232950E-9
27	9.624000E-8	6.147556E-8	2.530720E-9
28	6.768000E-8	6.169714E-8	2.448710E-9
29	9.576000E-8	6.287172E-8	2.638615E-9
30	5.064000E-8	6.246400E-8	2.581546E-9
31	5.160000E-8	6.211355E-8	2.521356E-9
32	5.688000E-8	6.195000E-8	2.446764E-9
33	5.616000E-8	6.177455E-8	2.377943E-9
34	2.928000E-8	6.081882E-8	2.497077E-9
35	5.832000E-8	6.074743E-8	2.425733E-9
36	5.208000E-8	6.050667E-8	2.369652E-9
37	5.880000E-8	6.046054E-8	2.305179E-9
38	3.048000E-8	5.967158E-8	2.378368E-9
39	4.248000E-8	5.923077E-8	2.358148E-9
40	6.720000E-8	5.943000E-8	2.307057E-9
41	9.936000E-8	6.040390E-8	2.451808E-9
42	7.584000E-8	6.077143E-8	2.420782E-9
43	7.056000E-8	6.099907E-8	2.374750E-9
44	5.904000E-8	6.095455E-8	2.320578E-9
45	5.784000E-8	6.088533E-8	2.269479E-9
46	5.520000E-8	6.076174E-8	2.223033E-9
47	3.000000E-8	6.010723E-8	2.271554E-9
48	4.512000E-8	5.979500E-8	2.245540E-9
49	7.032000E-8	6.000980E-8	2.209700E-9
50	6.144000E-8	6.003840E-8	2.165244E-9
51	4.560000E-8	5.975529E-8	2.141162E-9
52	6.624000E-8	5.988000E-8	2.103283E-9
53	4.536000E-8	5.960604E-8	2.081326E-9
54	4.104000E-8	5.926222E-8	2.071155E-9
55	5.880000E-8	5.925382E-8	2.033167E-9
56	6.312000E-8	5.932286E-8	1.997723E-9
57	3.816000E-8	5.895158E-8	1.997177E-9
58	3.144000E-8	5.847724E-8	2.018952E-9
59	5.136000E-8	5.835661E-8	1.988101E-9
60	6.720000E-8	5.850400E-8	1.960234E-9
