start date: 	2016-02-23
start time: 	11.10.18
stop date: 	2016-02-23
stop time: 	11.20.29
com rel. humid (%):	28.0
com temp (°C):	26.40
cn temp (°C):	27.69
nv temp (°C):	31.87
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_005_1110.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_005_1110_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	1.420800E-7	1.420800E-7	NaN
2	1.298400E-7	1.359600E-7	6.120000E-9
3	1.226400E-7	1.315200E-7	5.674363E-9
4	1.334400E-7	1.320000E-7	4.040990E-9
5	9.456000E-8	1.245120E-7	8.115904E-9
6	1.077600E-7	1.217200E-7	7.190772E-9
7	1.154400E-7	1.208229E-7	6.143173E-9
8	1.132800E-7	1.198800E-7	5.403047E-9
9	1.492800E-7	1.231467E-7	5.777258E-9
10	1.233600E-7	1.231680E-7	5.167381E-9
11	1.226400E-7	1.231200E-7	4.674318E-9
12	1.063200E-7	1.217200E-7	4.490847E-9
13	8.352000E-8	1.187815E-7	5.069471E-9
14	1.377600E-7	1.201371E-7	4.885268E-9
15	9.888000E-8	1.187200E-7	4.763614E-9
16	1.303200E-7	1.194450E-7	4.514548E-9
17	1.552800E-7	1.215529E-7	4.735692E-9
18	1.344000E-7	1.222667E-7	4.521539E-9
19	1.072800E-7	1.214779E-7	4.349074E-9
20	1.524000E-7	1.230240E-7	4.406069E-9
21	1.459200E-7	1.241143E-7	4.330504E-9
22	8.760000E-8	1.224545E-7	4.450074E-9
23	1.202400E-7	1.223583E-7	4.253283E-9
24	1.221600E-7	1.223500E-7	4.072217E-9
25	1.406400E-7	1.230816E-7	3.973859E-9
26	1.375200E-7	1.236369E-7	3.858135E-9
27	1.252800E-7	1.236978E-7	3.712991E-9
28	1.432800E-7	1.243971E-7	3.645638E-9
29	1.070400E-7	1.237986E-7	3.568236E-9
30	1.207200E-7	1.236960E-7	3.448770E-9
31	1.262400E-7	1.237781E-7	3.336674E-9
32	1.101600E-7	1.233525E-7	3.258629E-9
33	1.116000E-7	1.229964E-7	3.178355E-9
34	1.298400E-7	1.231976E-7	3.090020E-9
35	1.221600E-7	1.231680E-7	3.000582E-9
36	1.274400E-7	1.232867E-7	2.918455E-9
37	1.468800E-7	1.239243E-7	2.909224E-9
38	1.274400E-7	1.240168E-7	2.833142E-9
39	1.320000E-7	1.242215E-7	2.767123E-9
40	1.372800E-7	1.245480E-7	2.716744E-9
41	1.353600E-7	1.248117E-7	2.662744E-9
42	9.600000E-8	1.241257E-7	2.687594E-9
43	1.303200E-7	1.242698E-7	2.628299E-9
44	1.540800E-7	1.249473E-7	2.655743E-9
45	1.320000E-7	1.251040E-7	2.600782E-9
46	1.116000E-7	1.248104E-7	2.560499E-9
47	1.420800E-7	1.251779E-7	2.532229E-9
48	1.584000E-7	1.258700E-7	2.573723E-9
49	1.238400E-7	1.258286E-7	2.520991E-9
50	1.291200E-7	1.258944E-7	2.470934E-9
51	9.984000E-8	1.253835E-7	2.475292E-9
52	1.363200E-7	1.255938E-7	2.436318E-9
53	1.401600E-7	1.258687E-7	2.405659E-9
54	1.291200E-7	1.259289E-7	2.361457E-9
55	1.514400E-7	1.263927E-7	2.364073E-9
56	1.507200E-7	1.268271E-7	2.361770E-9
57	1.276800E-7	1.268421E-7	2.320014E-9
58	1.178400E-7	1.266869E-7	2.284940E-9
59	1.497600E-7	1.270780E-7	2.279672E-9
60	1.171200E-7	1.269120E-7	2.247492E-9
