start date: 	2016-02-23
start time: 	11.27.10
stop date: 	2016-02-23
stop time: 	11.37.22
com rel. humid (%):	28.1
com temp (°C):	26.38
cn temp (°C):	27.59
nv temp (°C):	31.81
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_006_1127.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_006_1127_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	9.720000E-8	9.720000E-8	NaN
2	1.360800E-7	1.166400E-7	1.944000E-8
3	1.279200E-7	1.204000E-7	1.183676E-8
4	1.017600E-7	1.157400E-7	9.579666E-9
5	1.173600E-7	1.160640E-7	7.427447E-9
6	1.365600E-7	1.194800E-7	6.960391E-9
7	1.101600E-7	1.181486E-7	6.031395E-9
8	1.087200E-7	1.169700E-7	5.354655E-9
9	1.617600E-7	1.219467E-7	6.860606E-9
10	1.041600E-7	1.201680E-7	6.388895E-9
11	1.377600E-7	1.217673E-7	5.996183E-9
12	1.214400E-7	1.217400E-7	5.473809E-9
13	1.233600E-7	1.218646E-7	5.036713E-9
14	1.226400E-7	1.219200E-7	4.663419E-9
15	1.161600E-7	1.215360E-7	4.358357E-9
16	1.632000E-7	1.241400E-7	4.837528E-9
17	1.351200E-7	1.247859E-7	4.589739E-9
18	7.896000E-8	1.222400E-7	5.020616E-9
19	1.363200E-7	1.229811E-7	4.806498E-9
20	1.185600E-7	1.227600E-7	4.565199E-9
21	1.488000E-7	1.240000E-7	4.515948E-9
22	1.120800E-7	1.234582E-7	4.339743E-9
23	1.533600E-7	1.247583E-7	4.345790E-9
24	1.051200E-7	1.239400E-7	4.240474E-9
25	8.952000E-8	1.225632E-7	4.294027E-9
26	1.233600E-7	1.225938E-7	4.125681E-9
27	1.423200E-7	1.233244E-7	4.036606E-9
28	1.279200E-7	1.234886E-7	3.893232E-9
29	1.478400E-7	1.243283E-7	3.849290E-9
30	1.408800E-7	1.248800E-7	3.759472E-9
31	1.308000E-7	1.250710E-7	3.641188E-9
32	1.303200E-7	1.252350E-7	3.529379E-9
33	1.579200E-7	1.262255E-7	3.561260E-9
34	1.449600E-7	1.267765E-7	3.498594E-9
35	1.116000E-7	1.263429E-7	3.424725E-9
36	1.312800E-7	1.264800E-7	3.331059E-9
37	1.125600E-7	1.261038E-7	3.261550E-9
38	1.140000E-7	1.257853E-7	3.190500E-9
39	1.339200E-7	1.259938E-7	3.114607E-9
40	1.212000E-7	1.258740E-7	3.038109E-9
41	1.310400E-7	1.260000E-7	2.965760E-9
42	1.224000E-7	1.259143E-7	2.895554E-9
43	1.060800E-7	1.254530E-7	2.864792E-9
44	9.456000E-8	1.247509E-7	2.885645E-9
45	1.142400E-7	1.245173E-7	2.830445E-9
46	1.442400E-7	1.249461E-7	2.801237E-9
47	1.495200E-7	1.254689E-7	2.790410E-9
48	1.080000E-7	1.251050E-7	2.755795E-9
49	1.329600E-7	1.252653E-7	2.703724E-9
50	1.236000E-7	1.252320E-7	2.649308E-9
51	1.324800E-7	1.253741E-7	2.600727E-9
52	1.250400E-7	1.253677E-7	2.550230E-9
53	1.384800E-7	1.256151E-7	2.513854E-9
54	1.104000E-7	1.253333E-7	2.482901E-9
55	1.449600E-7	1.256902E-7	2.463324E-9
56	1.471200E-7	1.260729E-7	2.449018E-9
57	1.257600E-7	1.260674E-7	2.405676E-9
58	1.365600E-7	1.262483E-7	2.370747E-9
59	1.356000E-7	1.264068E-7	2.335603E-9
60	1.164000E-7	1.262400E-7	2.302395E-9
