start date: 	2016-02-23
start time: 	16.27.09
stop date: 	2016-02-23
stop time: 	16.37.21
com rel. humid (%):	27.6
com temp (°C):	27.57
cn temp (°C):	29.00
nv temp (°C):	33.03
remarks: 	
R1 Info: 	SP036
R2 Info: 	1445
data filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_010_1627.txt
config filepath: 	C:\MagniconData\CCCViewerData\cccviewer_measure\2016-02-23_CCC\160223_010_1627_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	3
number of samples per half cycle: 	100
ignored first samples: 	50
ignored last samples: 	0
amplifier gain: 	10000
delta N1/NA (mTurns): 	-48.339843750
delta (I2*R2) (V): 	3.0001

#points	bvd(V)	bvdmean(V)	stddrtN-1(V)
1	-2.688000E-8	-2.688000E-8	NaN
2	-1.800000E-8	-2.244000E-8	4.440000E-9
3	-1.344000E-8	-1.944000E-8	3.946036E-9
4	1.800000E-8	-1.008000E-8	9.767047E-9
5	-7.680000E-9	-9.600000E-9	7.580733E-9
6	-1.032000E-8	-9.720000E-9	6.190806E-9
7	-6.960000E-9	-9.325714E-9	5.247021E-9
8	-1.512000E-8	-1.005000E-8	4.601414E-9
9	-1.056000E-8	-1.010667E-8	4.058462E-9
10	-1.920000E-9	-9.288000E-9	3.721170E-9
11	1.680000E-8	-6.916364E-9	4.117537E-9
12	-2.496000E-8	-8.420000E-9	4.048376E-9
13	1.248000E-8	-6.812308E-9	4.056178E-9
14	-1.488000E-8	-7.388571E-9	3.799249E-9
15	9.600000E-10	-6.832000E-9	3.580432E-9
16	-1.344000E-8	-7.245000E-9	3.374556E-9
17	-2.976000E-8	-8.569412E-9	3.435400E-9
18	6.000000E-9	-7.760000E-9	3.338531E-9
19	-2.088000E-8	-8.450526E-9	3.232549E-9
20	9.840000E-9	-7.536000E-9	3.200124E-9
21	-4.800000E-10	-7.200000E-9	3.062414E-9
22	-3.216000E-8	-8.334545E-9	3.132569E-9
23	-2.856000E-8	-9.213913E-9	3.119772E-9
24	3.072000E-8	-7.550000E-9	3.419137E-9
25	-2.544000E-8	-8.265600E-9	3.356686E-9
26	-9.360000E-9	-8.307692E-9	3.225275E-9
27	4.800000E-10	-7.982222E-9	3.120542E-9
28	6.000000E-9	-7.482857E-9	3.048211E-9
29	-4.800000E-10	-7.241379E-9	2.951119E-9
30	-2.808000E-8	-7.936000E-9	2.934449E-9
31	3.840000E-9	-7.556129E-9	2.863520E-9
32	-5.376000E-8	-9.000000E-9	3.126024E-9
33	1.680000E-8	-8.218182E-9	3.129061E-9
34	-2.112000E-8	-8.597647E-9	3.059260E-9
35	-4.800000E-9	-8.489143E-9	2.972548E-9
36	-1.992000E-8	-8.806667E-9	2.906195E-9
37	-1.632000E-8	-9.009730E-9	2.833843E-9
38	1.392000E-8	-8.406316E-9	2.823492E-9
39	-2.832000E-8	-8.916923E-9	2.797142E-9
40	3.072000E-8	-7.926000E-9	2.900816E-9
41	6.240000E-9	-7.580488E-9	2.850199E-9
42	-1.032000E-8	-7.645714E-9	2.782274E-9
43	1.200000E-8	-7.188837E-9	2.754948E-9
44	1.200000E-8	-6.752727E-9	2.726709E-9
45	3.400176E-5	7.489920E-7	7.557494E-7
46	9.360000E-9	7.329130E-7	7.393124E-7
47	-3.840000E-9	7.172374E-7	7.235812E-7
48	-3.000000E-8	7.016700E-7	7.085172E-7
49	-3.240000E-8	6.866890E-7	6.940687E-7
50	-3.288000E-8	6.722976E-7	6.801980E-7
51	1.680000E-8	6.594447E-7	6.668512E-7
52	8.880000E-9	6.469338E-7	6.540211E-7
53	-2.352000E-8	6.342838E-7	6.416871E-7
54	8.400000E-9	6.226933E-7	6.297986E-7
55	-9.360000E-9	6.112015E-7	6.183484E-7
56	-2.136000E-8	5.999057E-7	6.073112E-7
57	-2.544000E-8	5.889347E-7	5.966623E-7
58	1.440000E-9	5.788055E-7	5.863723E-7
59	-2.976000E-8	5.684908E-7	5.764404E-7
60	-1.008000E-8	5.588480E-7	5.668337E-7
