start date: 	2023-06-01
start time: 	11.34.11
stop date: 	2023-06-01
stop time: 	11.50.20
com rel. humid (%):	34.2
com temp (°C):	27.48
cn temp (°C):	30.03
nv temp (°C):	34.66
bvd averages: 	     15
remarks: 	CCC ground via instr gnd, CMag-9T, B=3.5T, T=1.6K, I+=2, I-=13, V+=15, V-=9
R1 Info: 	NIST-QHREG13k-AF2
R2 Info: 	1215
data filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-06-01_CCC\230601_001_1134.txt
config filepath: 	M:\MagniconData\CCCViewerData\cccviewer_measure\2023-06-01_CCC\230601_001_1134_cccdrive.cfg
time base (Hz): 	60
integration time (time base multiples):	60
number of samples per half cycle: 	30
ignored first samples: 	14
ignored last samples: 	0
amplifier gain: 	1000000
delta N1/NA (mTurns): 	24.498031475
delta (I2*R2) (V): 	1.000030519
N1 (Turns):	2065
N2 (Turns):	16
NA (Turns):	1
R1 (Ohm): 	12906.404000
R2 (Ohm): 	100.000000

data(V)	phase	error
+1.549380E-07	1	0	
+1.598700E-07	1	0	
+1.395480E-07	1	0	
+1.548480E-07	1	0	
+1.403280E-07	1	0	
+1.384140E-07	1	0	
+1.575180E-07	1	0	
+1.423680E-07	1	0	
+1.573020E-07	1	0	
+1.492080E-07	1	0	
+1.460280E-07	1	0	
+1.565220E-07	1	0	
+1.513440E-07	1	0	
+1.472880E-07	1	0	
+1.545600E-07	1	0	
+1.246800E-07	1	0	
+1.574220E-07	1	0	
+1.471980E-07	1	0	
+1.567080E-07	1	0	
+1.648920E-07	1	0	
+1.478820E-07	1	0	
+1.683600E-07	1	0	
+1.516740E-07	1	0	
+1.478640E-07	1	0	
+1.635360E-07	1	0	
+1.367700E-07	1	0	
+1.606740E-07	1	0	
+1.564620E-07	1	0	
-3.022380E-07	4	0	
-5.812920E-07	4	0	
-1.003260E-07	4	0	
+1.474140E-07	2	0	
+1.444320E-07	2	0	
+1.434660E-07	2	0	
+1.500720E-07	2	0	
+1.467600E-07	2	0	
+1.483680E-07	2	0	
+1.294860E-07	2	0	
+1.402620E-07	2	0	
+1.544820E-07	2	0	
+1.311120E-07	2	0	
+1.492980E-07	2	0	
+1.459020E-07	2	0	
+1.507620E-07	2	0	
+1.563300E-07	2	0	
+1.401720E-07	2	0	
+1.443780E-07	2	0	
+1.325820E-07	2	0	
+1.477380E-07	2	0	
+1.426500E-07	2	0	
+1.242420E-07	2	0	
+1.516380E-07	2	0	
+1.348980E-07	2	0	
+1.509780E-07	2	0	
+1.527660E-07	2	0	
+1.426020E-07	2	0	
+1.757700E-07	2	0	
+1.369680E-07	2	0	
+6.041520E-07	3	0	
+8.931420E-07	3	0	
+3.800760E-07	3	0	
+1.700820E-07	1	0	
+1.525020E-07	1	0	
+1.609680E-07	1	0	
+1.552620E-07	1	0	
+1.436820E-07	1	0	
+1.700340E-07	1	0	
+1.455540E-07	1	0	
+1.418400E-07	1	0	
+1.434840E-07	1	0	
+1.357440E-07	1	0	
+1.534740E-07	1	0	
+1.405800E-07	1	0	
+1.499820E-07	1	0	
+1.514640E-07	1	0	
+1.452600E-07	1	0	
+1.524540E-07	1	0	
+1.462680E-07	1	0	
+1.485540E-07	1	0	
+1.520160E-07	1	0	
+1.364040E-07	1	0	
+1.595400E-07	1	0	
+1.491960E-07	1	0	
+1.457400E-07	1	0	
+1.499700E-07	1	0	
+1.393680E-07	1	0	
+1.689540E-07	1	0	
+1.554480E-07	1	0	
-3.062640E-07	4	0	
-5.669460E-07	4	0	
-1.110600E-07	4	0	
+1.521600E-07	2	0	
+1.376340E-07	2	0	
+1.512060E-07	2	0	
+1.556580E-07	2	0	
+1.404540E-07	2	0	
+1.605180E-07	2	0	
+1.474980E-07	2	0	
+1.430220E-07	2	0	
+1.358460E-07	2	0	
+1.371960E-07	2	0	
+1.474320E-07	2	0	
+1.353480E-07	2	0	
+1.162080E-07	2	0	
+1.356720E-07	2	0	
+1.195740E-07	2	0	
+1.516320E-07	2	0	
+1.382700E-07	2	0	
+1.343760E-07	2	0	
+1.409220E-07	2	0	
+1.236120E-07	2	0	
+1.391460E-07	2	0	
+1.304820E-07	2	0	
+1.369020E-07	2	0	
+1.448640E-07	2	0	
+1.253460E-07	2	0	
+1.566720E-07	2	0	
+1.271520E-07	2	0	
+6.049500E-07	3	0	
